datetime,wtr_0.5,wtr_1.5,wtr_2
2020-05-08 20:00,15.56888889,15.56888889,15.56888889
2020-05-08 21:00,15.47277778,15.47277778,15.47277778
2020-05-08 22:00,15.37777778,15.37777778,15.37777778
2020-05-08 23:00,15.37777778,15.28222222,15.37777778
2020-05-09 00:00,15.28222222,15.18722222,15.28222222
2020-05-09 01:00,15.18722222,15.09111111,15.09111111
2020-05-09 02:00,14.99611111,14.99611111,14.99611111
2020-05-09 03:00,14.99611111,14.9,14.99611111
2020-05-09 04:00,14.9,14.80388889,14.9
2020-05-09 05:00,14.80388889,14.80388889,14.80388889
2020-05-09 06:00,14.80388889,14.70888889,14.70888889
2020-05-09 07:00,14.70888889,14.61277778,14.70888889
2020-05-09 08:00,14.80388889,14.61277778,14.61277778
2020-05-09 09:00,14.9,14.51722222,14.51722222
2020-05-09 10:00,15.09111111,14.61277778,14.61277778
2020-05-09 11:00,15.28222222,14.80388889,14.80388889
2020-05-09 12:00,15.47277778,14.9,14.9
2020-05-09 13:00,15.66388889,15.18722222,15.09111111
2020-05-09 14:00,15.76,15.37777778,15.28222222
2020-05-09 15:00,15.95111111,15.56888889,15.56888889
2020-05-09 16:00,16.14111111,15.76,15.76
2020-05-09 17:00,16.23722222,15.95111111,15.95111111
2020-05-09 18:00,16.23722222,16.04611111,16.04611111
2020-05-09 19:00,16.04611111,16.04611111,16.04611111
2020-05-09 20:00,15.855,15.855,15.855
2020-05-09 21:00,15.66388889,15.66388889,15.76
2020-05-09 22:00,15.76,15.66388889,15.56888889
2020-05-09 23:00,15.56888889,15.56888889,15.56888889
2020-05-10 00:00,15.47277778,15.37777778,15.47277778
2020-05-10 01:00,15.28222222,15.28222222,15.37777778
2020-05-10 02:00,15.18722222,15.18722222,15.18722222
2020-05-10 03:00,15.09111111,15.09111111,15.09111111
2020-05-10 04:00,14.9,14.9,14.9
2020-05-10 05:00,14.70888889,14.61277778,14.61277778
2020-05-10 06:00,14.51722222,14.42111111,14.51722222
2020-05-10 07:00,14.42111111,14.325,14.325
2020-05-10 08:00,14.42111111,14.23,14.325
2020-05-10 09:00,14.51722222,14.23,14.23
2020-05-10 10:00,14.70888889,14.325,14.325
2020-05-10 11:00,14.80388889,14.42111111,14.42111111
2020-05-10 12:00,14.70888889,14.51722222,14.51722222
2020-05-10 13:00,14.99611111,14.61277778,14.70888889
2020-05-10 14:00,14.99611111,14.70888889,14.80388889
2020-05-10 15:00,15.28222222,14.9,14.9
2020-05-10 16:00,14.99611111,14.9,14.9
2020-05-10 17:00,15.09111111,14.9,14.99611111
2020-05-10 18:00,14.99611111,14.9,14.9
2020-05-10 19:00,14.9,14.80388889,14.80388889
2020-05-10 20:00,14.70888889,14.61277778,14.70888889
2020-05-10 21:00,14.61277778,14.61277778,14.61277778
2020-05-10 22:00,14.51722222,14.51722222,14.51722222
2020-05-10 23:00,14.42111111,14.325,14.42111111
2020-05-11 00:00,14.325,14.325,14.325
2020-05-11 01:00,14.23,14.23,14.23
2020-05-11 02:00,14.13388889,14.13388889,14.13388889
2020-05-11 03:00,14.03777778,13.94222222,14.03777778
2020-05-11 04:00,13.94222222,13.94222222,13.94222222
2020-05-11 05:00,13.84611111,13.75,13.84611111
2020-05-11 06:00,13.75,13.65388889,13.75
2020-05-11 07:00,13.65388889,13.65388889,13.65388889
2020-05-11 08:00,13.75,13.55777778,13.55777778
2020-05-11 09:00,13.75,13.55777778,13.55777778
2020-05-11 10:00,13.75,13.55777778,13.65388889
2020-05-11 11:00,13.94222222,13.65388889,13.65388889
2020-05-11 12:00,14.13388889,13.84611111,13.84611111
2020-05-11 13:00,14.51722222,14.03777778,13.94222222
2020-05-11 14:00,14.9,14.325,13.94222222
2020-05-11 15:00,15.18722222,14.61277778,13.94222222
2020-05-11 16:00,15.56888889,14.61277778,13.94222222
2020-05-11 17:00,15.66388889,14.325,13.94222222
2020-05-11 18:00,15.47277778,14.51722222,13.84611111
2020-05-11 19:00,15.18722222,14.03777778,13.84611111
2020-05-11 20:00,14.9,13.84611111,13.84611111
2020-05-11 21:00,14.70888889,13.94222222,13.84611111
2020-05-11 22:00,14.61277778,13.94222222,13.84611111
2020-05-11 23:00,14.51722222,14.03777778,13.84611111
2020-05-12 00:00,14.42111111,14.325,13.94222222
2020-05-12 01:00,14.325,14.13388889,13.84611111
2020-05-12 02:00,14.23,14.03777778,13.84611111
2020-05-12 03:00,14.13388889,14.03777778,13.94222222
2020-05-12 04:00,14.03777778,13.94222222,13.84611111
2020-05-12 05:00,13.94222222,13.84611111,13.94222222
2020-05-12 06:00,13.84611111,13.84611111,13.84611111
2020-05-12 07:00,13.75,13.75,13.84611111
2020-05-12 08:00,13.75,13.75,13.75
2020-05-12 09:00,13.75,13.65388889,13.75
2020-05-12 10:00,13.84611111,13.65388889,13.65388889
2020-05-12 11:00,13.94222222,13.75,13.65388889
2020-05-12 12:00,14.03777778,13.65388889,13.65388889
2020-05-12 13:00,14.23,13.84611111,13.75
2020-05-12 14:00,14.325,13.84611111,13.75
2020-05-12 15:00,14.51722222,13.84611111,13.75
2020-05-12 16:00,14.80388889,13.94222222,13.84611111
2020-05-12 17:00,15.09111111,14.03777778,13.94222222
2020-05-12 18:00,15.37777778,14.23,13.94222222
2020-05-12 19:00,15.18722222,14.325,14.13388889
2020-05-12 20:00,14.99611111,14.51722222,14.13388889
2020-05-12 21:00,14.80388889,14.61277778,14.13388889
2020-05-12 22:00,14.61277778,14.51722222,14.13388889
2020-05-12 23:00,14.42111111,14.42111111,14.42111111
2020-05-13 00:00,14.51722222,14.42111111,14.325
2020-05-13 01:00,14.42111111,14.325,14.325
2020-05-13 02:00,14.325,14.23,14.23
2020-05-13 03:00,14.23,14.13388889,14.23
2020-05-13 04:00,14.13388889,14.13388889,14.13388889
2020-05-13 05:00,14.13388889,14.03777778,14.13388889
2020-05-13 06:00,14.03777778,14.03777778,14.03777778
2020-05-13 07:00,14.03777778,13.94222222,13.94222222
2020-05-13 08:00,14.03777778,13.94222222,13.94222222
2020-05-13 09:00,14.03777778,13.84611111,13.84611111
2020-05-13 10:00,14.13388889,13.94222222,13.94222222
2020-05-13 11:00,14.03777778,13.94222222,13.94222222
2020-05-13 12:00,14.03777778,14.03777778,14.03777778
2020-05-13 13:00,14.03777778,13.94222222,13.94222222
2020-05-13 14:00,14.13388889,14.03777778,14.13388889
2020-05-13 15:00,14.13388889,14.03777778,14.03777778
2020-05-13 16:00,14.13388889,14.03777778,14.03777778
2020-05-13 17:00,14.13388889,14.03777778,14.03777778
2020-05-13 18:00,14.03777778,14.03777778,14.13388889
2020-05-13 19:00,14.03777778,14.03777778,14.03777778
2020-05-13 20:00,14.03777778,14.03777778,14.03777778
2020-05-13 21:00,14.03777778,14.03777778,14.03777778
2020-05-13 22:00,14.03777778,13.94222222,14.03777778
2020-05-13 23:00,14.03777778,13.94222222,14.03777778
2020-05-14 00:00,13.94222222,13.94222222,13.94222222
2020-05-14 01:00,13.94222222,13.84611111,13.94222222
2020-05-14 02:00,13.94222222,13.84611111,13.94222222
2020-05-14 03:00,13.94222222,13.84611111,13.94222222
2020-05-14 04:00,13.94222222,13.94222222,13.94222222
2020-05-14 05:00,13.94222222,13.94222222,13.94222222
2020-05-14 06:00,13.94222222,13.94222222,13.94222222
2020-05-14 07:00,13.94222222,13.94222222,13.94222222
2020-05-14 08:00,13.94222222,13.94222222,13.94222222
2020-05-14 09:00,13.94222222,13.94222222,13.94222222
2020-05-14 10:00,13.94222222,13.94222222,13.94222222
2020-05-14 11:00,14.03777778,13.94222222,13.94222222
2020-05-14 12:00,14.13388889,13.94222222,14.03777778
2020-05-14 13:00,14.23,13.94222222,14.03777778
2020-05-14 14:00,14.51722222,14.03777778,14.03777778
2020-05-14 15:00,14.42111111,14.13388889,14.03777778
2020-05-14 16:00,14.70888889,14.23,14.03777778
2020-05-14 17:00,14.99611111,14.61277778,14.61277778
2020-05-14 18:00,14.9,14.61277778,14.13388889
2020-05-14 19:00,14.80388889,14.70888889,14.51722222
2020-05-14 20:00,14.9,14.80388889,14.42111111
